altitude,azimuth,eclat,eclon,ecd,
0.6350642053991806,2.7744104772537055,-0.020719257025217635,6.152952445338802,30.1755,
0.6391719250603874,2.794824956053986,-0.020710212039513825,6.153226616200548,30.1921,
0.6430616117019183,2.8153555803190393,-0.020701238763583547,6.153510119167102,30.2086,
0.646730661499733,2.835997031997595,-0.02069234122688264,6.153802879511126,30.225,
0.6501765832197612,2.8567436654434637,-0.02068352332727586,6.154104822096344,30.2413,
0.6533970109334766,2.877589515510789,-0.02067478881197538,6.154415871375972,30.2575,
0.6563897170280162,2.89852830799482,-0.020666141262924657,6.154735951357836,30.2736,
0.6591526250326982,2.919553472379257,-0.020657584085878727,6.155064985537823,30.2896,
0.6616838217767034,2.9406581572647514,-0.020649120503191204,6.1554028967992105,30.3055,
0.6639815682826573,2.96183524834314,-0.020640753550432628,6.1557496072790645,30.3212,
0.6660443088788244,2.9830773886797606,-0.02063248607660529,6.156105038209494,30.3368,
0.667870678311436,3.004377000961623,-0.020624320747185645,6.156469109746376,30.3523,
0.6694595069566223,3.0257263111150507,-0.020616260048837397,6.15684174079787,30.3677,
0.6708098243724574,3.047117373386142,-0.020608306294660816,6.157222848858036,30.3829,
0.6719208612883645,3.0685420964887187,-0.02060046162943876,6.157612349837337,30.398,
0.6727920498725328,3.089992270757192,-0.020592728035583627,6.158010157863337,30.4129,
0.6734230215301341,3.1114595959219824,-0.020585107342372427,6.158416185004475,30.4276,
0.6738136011931684,3.132935708385292,-0.02057760124339717,6.1588303408535,30.4422,
0.6739637978590518,3.1544122075869203,-0.020570211329308006,6.159252531907243,30.4567,
0.6738737932198829,3.1758806818801286,-0.02056293914339244,6.159682660715317,30.471,
0.6735439337058347,3.1973327352987915,-0.020555786263910848,6.160120624861446,30.4851,
0.6729747340718661,3.218760017428288,-0.02054875440739409,6.160566315982368,30.499,
0.6721668971420717,3.2401542569387836,-0.020541845532875445,6.161019619158152,30.5128,
0.671121342291417,3.261507297002313,-0.02053506191613498,6.161480413009139,30.5263,
0.6698392245147873,3.2828111281116135,-0.020528406166201826,6.161948570630087,30.5397,
0.6683219298707779,3.304057914551955,-0.020521881176483233,6.162423961159971,30.5529,
0.6665710499840508,3.32524001340888,-0.02051549002842095,6.1629064515419865,30.5659,
0.6645883510661891,3.346349989182747,-0.02050923587965508,6.163395908030895,30.5786,
0.6623757509485027,3.3673806278384575,-0.02050312186496111,6.16389219720825,30.5912,
0.6599353073640609,3.3883249527042762,-0.020497151024124537,6.164395186499856,30.6036,
0.6572692136680016,3.409176241938762,-0.020491326257396757,6.164904744328712,30.6158,
0.654379797188348,3.4299280464310056,-0.02048565030181136,6.165420740065116,30.6277,
0.651269517357747,3.4505742062100446,-0.020480125720091648,6.165943043899715,30.6395,
0.6479409625955632,3.471108864910025,-0.020474754895509182,6.166471526712385,30.651,
0.644396846078239,3.491526482157897,-0.02046954002861485,6.167006059965106,30.6623,
0.6406400008093682,3.511821843935879,-0.020464483134087313,6.167546515617792,30.6733,
0.6366733740706193,3.5319900715459362,-0.020459586037619694,6.168092766050949,30.6842,
0.6325000212748046,3.552026628578951,-0.020454850373734203,6.168644683974974,30.6948,
0.6281230988584683,3.5719273260386526,-0.020450277585736497,6.169202142309388,30.7052,
0.6235458559675933,3.5916883248827074,-0.02044586892883129,6.169765014022937,30.7153,
0.6187716247869032,3.611306135875993,-0.02044162547693119,6.170333171933612,30.7252,
0.6138038095312102,3.630777616990094,-0.02043754813319653,6.170906488472354,30.7349,
0.6086458743959199,3.650099968144584,-0.020433637644155175,6.171484835413015,30.7443,
0.6033013306144026,3.6692707239979185,-0.020429894617605172,6.172068083563215,30.7535,
0.5977737229106452,3.6882877444411495,-0.020426319545469876,6.17265610239828,30.7624,
0.5920666153806128,3.7071492030798945,-0.020422912834171792,6.173248759608892,30.771,
0.5861835774818969,3.725853573965408,-0.020419674846378428,6.17384592053156,30.7795,
0.5801281718450395,3.744399618350588,-0.02041660595810418,6.174447447452475,30.7876,
0.573903946982247,3.7627863745742367,-0.020413706632609652,6.17505319883254,30.7955,
0.567514438739068,3.7810131543954095,-0.020410977505987773,6.175663028594686,30.8032,
0.5609631821314973,3.799079546278703,-0.020408419469369388,6.176276785711729,30.8105,
0.5542537280652253,3.816985420867057,-0.020406033723930312,6.176894314360544,30.8176,
0.5473896525118223,3.8347309294027436,-0.020403821785196657,6.1775154547901705,30.8245,
0.5403745481065064,3.8523164880258833,-0.020401785427355816,6.178140044796999,30.8311,
0.5332120005435657,3.869742749602823,-0.02039992658077717,6.178767921448257,30.8373,
0.5259055625897122,3.88701057296259,-0.020398247212582866,6.179398922617622,30.8434,
0.5184587375936962,3.904120998744189,-0.02039674922071196,6.1800328880355,30.8491,
0.5108749749662118,3.921075234937125,-0.020395434359166013,6.180669659791698,30.8546,
0.5031576730223755,3.937874649311802,-0.020394304196668257,6.181309082409291,30.8598,
0.49531018368413865,3.9545207645683083,-0.020393360101032057,6.181951002673081,30.8647,
0.4873358163024918,3.9710152528120117,-0.02039260323864667,6.18259526937173,30.8694,
0.4792378396599075,3.9873599289610264,-0.02039203458010376,6.1832417330536895,30.8737,
0.47101948286811723,4.003556742947358,-0.020391654906168653,6.183890245840892,30.8778,
0.4626839356294347,4.019607771892733,-0.020391464811337474,6.1845406613042995,30.8816,
0.4542343484406633,4.035515212451484,-0.020391464704547967,6.185192834381651,30.8851,
0.4456738327918621,4.051281373507892,-0.020391654808212235,6.185846621305904,30.8883,
0.4370054612347846,4.066908668770817,-0.020392035157720482,6.186501879509745,30.8913,
