altitude,azimuth,eclat,eclon,ecd,
0.45794522674431815,3.366656032029947,-0.0216797073787522,5.620052787991902,10.5313,
0.4560906293815219,3.3832130862438374,-0.021674864167564645,5.621786452830603,10.5425,
0.4540750435920853,3.399717718641618,-0.021670431534693727,5.623535764805209,10.5535,
0.4518997747215343,3.4161673654784024,-0.02166641567073305,5.6253003912794,10.5643,
0.44956617091370804,3.432559548171956,-0.021662822473217703,5.6270800050133705,10.5749,
0.4470756264742263,3.4488918792399423,-0.021659657491686104,5.628874283515404,10.5853,
0.4444295845828295,3.465162067762619,-0.021656925884830112,5.6306829083865875,10.5954,
0.4416295391152205,3.481367924160435,-0.021654632387521293,5.6325055646407005,10.6054,
0.4386770352124006,3.497507364444225,-0.021652781287617984,5.634341939987589,10.6152,
0.4355736683348365,3.5135784137240966,-0.02165137641294427,5.636191724087763,10.6247,
0.4323210817023288,3.529579208817867,-0.02165042112800894,5.638054607803173,10.6341,
0.4289209623458882,3.5455079999135153,-0.021649918338627453,5.639930282473576,10.6432,
0.425375036245888,3.5613631511488,-0.021649870501448298,5.641818439234652,10.6521,
0.42168506280137213,3.5771431405146514,-0.021650279635202392,5.643718768364636,10.6607,
0.4178528287659661,3.5928465590343848,-0.021651147331767526,5.6456309586063504,10.6692,
0.413880141380933,3.608472109353435,-0.021652474768166383,5.647554696369947,10.6774,
0.40976882006652365,3.624018603581196,-0.02165426272545537,5.649489664691085,10.6854,
0.40552068632241006,3.6394849599456363,-0.02165651162680542,5.6514355418207085,10.6931,
0.4011375525038529,3.6548701990449044,-0.021659221613429154,5.653391999389106,10.7007,
0.3966212121391571,3.6701734418345375,-0.021662392679655876,5.655358700257544,10.708,
0.3919734370106216,3.6853939123999857,-0.021666024880976877,5.657335296456062,10.715,
0.3871959866964011,3.7005309474951167,-0.021670118605183687,5.659321427922045,10.7218,
0.3822906306594181,3.715584009374973,-0.021674674859240947,5.661316722877971,10.7284,
0.3772591720043312,3.7305526932921698,-0.02167969549240859,5.663320800357903,10.7347,
0.3721034569455518,3.745436721636531,-0.021685183278247255,5.665333274600036,10.7408,
0.36682536298948587,3.760235925520504,-0.021691141825828323,5.667353760196748,10.7466,
0.36142677477691587,3.7749502226150113,-0.021697575357268007,5.669381876618221,10.7522,
0.355909562931714,3.7895796010831226,-0.021704488430397437,5.671417251169567,10.7576,
0.3502755745407162,3.8041241130816053,-0.02171188568162148,5.673459520210782,10.7627,
0.34452663376763265,3.818583875585441,-0.0217197716306424,5.6755083290503725,10.7675,
0.33866454707553345,3.8329590742460944,-0.02172815055369156,5.67756333111039,10.7721,
0.33269110871145496,3.8472499674248177,-0.021737026411157982,5.679624186857264,10.7764,
0.32660810488995745,3.8614568886610243,-0.021746402809648492,5.681690562788923,10.7805,
0.320417316489621,3.8755802477033927,-0.02175628298144834,5.683762130588754,10.7844,
0.3141205207872378,3.88962053054066,-0.021766669770341505,5.6858385664414595,10.788,
0.30771949266488713,3.9035782987653707,-0.02177756561857623,5.687919550449848,10.7913,
0.3012160051611935,3.917454188806322,-0.021788972554181076,5.690004766077506,10.7944,
0.29461182940015146,3.9312489105328257,-0.021800892180554126,5.692093899554187,10.7972,
0.28790873346438556,3.944963245259035,-0.021813325671318554,5.694186639206022,10.7998,
0.2811084801692315,3.9585980426094003,-0.02182627377314339,5.696282674700585,10.8021,
0.2742128237251738,3.9721542162635877,-0.02183973681806814,5.698381696217491,10.8042,
0.2672235053456309,3.9856327388209962,-0.021853714745583577,5.700483393560995,10.806,
0.26014224810502595,3.9990346355582904,-0.021868207134128088,5.70258745521953,10.8075,
0.25297075074428144,4.012360977150604,-0.02188321324243655,5.7046935673522805,10.8088,
0.2457106793191192,4.025612869717323,-0.021898732063597718,5.706801412656522,10.8098,
0.2383636502118349,4.038791439503803,-0.02191476239838872,5.708910669060283,10.8106,
0.2309311735272655,4.051897816689621,-0.021931302958156214,5.711021008217992,10.8111,
0.22341447153494512,4.064933280852776,-0.021948352508578593,5.71313209388901,10.8114,
0.2158150347427419,4.077900027479339,-0.021965910060024955,5.715243580462186,10.8114,
0.2081357306737208,4.090799022307514,-0.021983975094036427,5.717355112114697,10.8111,
0.20037739187594875,4.103630634969603,-0.022002547789442252,5.71946632323227,10.8106,
0.1925410647408897,4.116396628403251,-0.022021629186912726,5.721576840576285,10.8098,
0.1846282433335431,4.129098691983831,-0.022041221227912695,5.723686287155755,10.8088,
0.17664044622097447,4.141738440499545,-0.02206132663745369,5.725794287038097,10.8075,
0.1685791633571706,4.154317477402586,-0.02208194867779305,5.7279004698732585,10.806,
0.16044584621344518,4.166837400758694,-0.022103090846402714,5.730004474060808,10.8041,
0.1522419068532781,4.179299804532149,-0.022124756597731336,5.732105948137426,10.8021,
0.14396872412897657,4.1917062855127565,-0.0221469491385102,5.734204550640852,10.7998,
0.13562765254745107,4.20405845276395,-0.022169671306946515,5.736299949056252,10.7972,
0.1272200298191242,4.216357935841185,-0.022192925519158288,5.738391818440956,10.7943,
0.11874718203829397,4.2286063898747,-0.022216713756982292,5.740479840124996,10.7913,
0.11021042656276747,4.240805498283402,-0.022241037574122113,5.742563700666556,10.7879,
0.10161107379491462,4.252956973806455,-0.022265898105112206,5.7446430910834865,10.7843,
0.09295042830572466,4.265062559147289,-0.022291296069186197,5.7467177062933406,10.7805,
0.08422978977108057,4.277124027437496,-0.022317231767196265,5.748787244656718,10.7764,
0.07545045360382213,4.289143182568427,-0.022343705074041778,5.750851407512914,10.7721,
0.06661371106658208,4.3011218588867335,-0.022370715431841718,5.752909898611546,10.7675,
